Items,PurQTY,PurVALUE,SalesQTY,SalesVALUE,ClosQTY,CloVALUE,M.EXP,OpenQTY,OpenVALUE,RecQTY,RecVALUE,SalesDate
ETORINEX-90 TAB 10S,463,10320.27,423,14192.1,40,891.6,24-Jun,43,958.47,420,9361.8,2022-05-01
ETOROM-P TAB 10S,330,6897,206,9019.25,124,2591.6,23-Nov,50,1045,280,5852,2023-10-08
ETOTRIC-20MG TAB 10S,67,456.94,23,650.89,44,300.08,23-May,61,416.02,6,40.92,2022-10-19
ETOWOX-90 TAB 10S,20,530,20,649.41,0,0,0,20,530,0,0,2022-04-27
EUCALYPTUS OIL 100ML,12,1296,4,561.6,8,864,26-Sep,0,0,12,1296,2023-11-05
EUPEN 1GM,24,4968,7,6938.8,17,3519,24-Sep,6,1242,18,3726,2022-08-23
EUPEN-S INJ 1.5GM,-82,-44280,-82,30000,0,0,0,0,0,-82,-44280,2022-08-09
EUREPA 0.5MG TAB 15S,20,2089.2,20,2611.61,0,0,0,4,417.84,16,1671.36,2023-02-01
EUREPA-2 TAB 15S,2,562.08,2,564,0,0,0,0,0,2,562.08,2022-11-02
EUROCIP 100ML,0,0,0,2580,0,0,0,0,0,0,0,2022-09-26
EV-COM 200 CAP 10S,40,320,40,480,0,0,0,0,0,40,320,2022-01-21
EV-COM 400 CAP 10S,150,1800,150,4193.64,0,0,0,50,600,100,1200,2023-12-21
EVAFACT 2MG TAB 10S,33,10670.88,23,9700.83,10,3233.6,23-Apr,47,15197.92,-14,-4527.04,2023-09-07
EVASERVE TAB 10S,4,1879.44,4,1879.86,0,0,0,0,0,4,1879.44,2023-04-10
EVATOCIN INJ 1S,9889,80100.9,9814,139478.68,75,607.5,24-Nov,3369,27288.9,6520,52812,2022-10-06
EVEREXT CAP 10S,250,6187.5,228,23846,22,544.5,25-Jun,10,247.5,240,5940,2022-11-21
EVEREXT PLUS CAP 10S,6,148.5,6,1107.67,0,0,0,6,148.5,0,0,2022-07-12
EVION 400MG CAP 10S,37,948.68,37,944.13,0,0,0,0,0,37,948.68,2023-08-24
EXGROW-9 HAIR OIL 100ML,465,21483,398,41380.17,67,3095.4,24-May,115,5313,350,16170,2022-01-28
EXIX 0.5% EYE DROPS 10ML,579,7642.8,532,51864.37,47,620.4,23-Aug,38,501.6,541,7141.2,2022-09-30
EXPAVON -500ML 1S,81,23619.6,63,35327.69,18,5248.8,24-Jan,1,291.6,80,23328,2023-06-06
EXTIL DRY SYP 30ML,401,13233,290,22596.45,111,3663,24-Sep,125,4125,276,9108,2023-10-26
EXTIL-100 TAB 10S,177,5354.25,134,11846.25,43,1300.75,23-Sep,77,2329.25,100,3025,2023-05-22
EXTIL-200 TAB 10S,551,36366,545,91312.5,6,396,24-Dec,125,8250,426,28116,2022-06-25
EXYT 400 TAB A/A 10S,208,6932.64,176,7447.94,32,1066.56,23-Nov,28,933.24,180,5999.4,2022-03-31
EXYT SYP-10ML 10ML,705,7346.1,604,7959.16,101,1052.42,24-Apr,0,0,705,7346.1,2022-09-08
EYESONE EYE DROPS 10ML,659,6524.1,648,28000,11,108.9,24-Mar,409,4049.1,250,2475,2022-05-09
EYEVITAL CAP 30S,102,6376.23,70,5772.94,32,2345.28,23-Jul,14,1026.06,88,5350.17,2022-05-01
EZEDOC 10MG TAB 10S,6,740.16,6,925.18,0,0,0,0,0,6,740.16,2023-08-07
EZENTIA 10MG TAB 10S,3,353.55,3,441.96,0,0,0,0,0,3,353.55,2023-09-27
EZEPEG POWDER 119GM,32,4026.78,9,1491.39,23,3430.22,23-May,0,0,32,4026.78,2022-08-18
EZZITRY-10 10S,1,12,1,0,0,0,0,0,0,1,12,2022-07-29
F&M-DHA TAB 10S,360,20880,360,24000,0,0,0,0,0,360,20880,2022-01-24
F-DINE-10MG TAB 10S,229,2393.05,138,3688.2,91,950.95,24-Jun,29,303.05,200,2090,2023-06-27
F-TENSIL-25MG/ML INJ 1S,1545,61800,1280,52117.08,265,10600,24-Aug,95,3800,1450,58000,2022-02-02
F-ZEN 10 TAB 10S,1727,4749.25,1545,19536.3,182,500.5,24-May,267,734.25,1460,4015,2023-11-08
F2-ZONE 250 INHALER 1S,10,1925,10,3825,0,0,0,10,1925,0,0,2023-01-19
FABULON 40MG TAB 10S,0,0,0,0,0,0,0,0,0,0,0,2023-01-23
FAHIST 20 TAB 200S,256,11878.4,186,14124.25,70,3248,25-Aug,16,742.4,240,11136,2022-09-25
FAHIST 40 TAB 200S,222,16206,60,5692.5,162,11826,24-Jan,222,16206,0,0,2023-06-15
FAIRNESS CREAM 30GM,147,2910.6,147,5386.02,0,0,0,60,1188,87,1722.6,2023-09-22
FAMGUARD TAB 10S,3,848.58,0,0,3,848.58,24-Aug,0,0,3,848.58,2023-05-01
FAMONEXT 20 TAB 14S,8,31.6,8,31.6,0,0,0,0,0,8,31.6,2022-09-01
FANCAL-KD TAB 10S,3,342.87,3,360,0,0,0,0,0,3,342.87,2022-04-17
FAROLIN 200MG TAB 6S,9,2178,9,4393.75,0,0,0,9,2178,0,0,2023-02-13
FAROLIN 300ER TAB 6S,8,2811.6,8,3652,0,0,0,8,2811.6,0,0,2023-07-17
FARONAC-200MG TAB 6S,4,1400,4,1750,0,0,0,4,1400,0,0,2022-04-06
FASTLO SYP 200ML,339,33561,291,46385.15,48,4752,24-Apr,56,5544,283,28017,2023-05-04
FAVINAM-200MG TAB 34S,34,39100,34,50750,0,0,0,34,39100,0,0,2022-07-29
FAVIROM-400 TAB 17S,71,70290,71,95850,0,0,0,71,70290,0,0,2023-10-14
FAVOT-200 TAB 10S,110,4295.5,21,499.5,89,3475.45,23-Jul,49,1913.45,61,2382.05,2022-12-03
FAVOT-OF TAB 10S,90,4603.5,90,5893.8,0,0,0,40,2046,50,2557.5,2023-03-19
FBN EYE DROPS 5ML,10,578.6,10,723.22,0,0,0,0,0,10,578.6,2023-09-01
FEBAUS-40 TAB 10S,559,5031,500,5583.6,59,531,24-Aug,9,81,550,4950,2023-09-01
FEBAUS-80 TAB 10S,9,117,0,0,9,117,23-Nov,9,117,0,0,2022-10-09
FEBREX TAB 15S,0,-10.92,0,0,0,0,0,0,0,0,-10.92,2022-01-03
FEBUR-40 TAB 10S,460,7084,384,4407,76,1170.4,25-Aug,30,462,430,6622,2023-01-08
FEBURIC-40 TAB 15S,8,1200,8,1200,0,0,0,0,0,8,1200,2023-08-08
FEBUTAZ 40 15S,10,1275,10,1243.13,0,0,0,0,0,10,1275,2022-12-28
FEEDY NO-06FR 1NOS,1,5.6,1,0,0,0,0,0,0,1,5.6,2023-07-17
FEM-RED XT 10S,1001,21481.38,952,29922.45,49,1155.42,24-Jan,100,2358,901,19123.38,2023-09-18
FEM-RED XT SYP 150ML,80,2300,66,2553.2,14,402.5,23-Aug,28,805,52,1495,2023-07-20
FEMIGRACE TAB 21S,7,1563.38,7,1737.12,0,0,0,7,1563.38,0,0,2023-05-13
FEMININE VAGINAL WASH 100ML,398,21014.4,325,25744.05,73,3854.4,24-Oct,95,5016,303,15998.4,2022-10-09
FEMININE-TZ 7S,114,6520.8,94,10884.75,20,1144,24-Jul,44,2516.8,70,4004,2023-02-21
FEMOSTON CONTI 1MG+5MG 28S,1,1012.14,1,1015,0,0,0,0,0,1,1012.14,2022-11-27
FEMRED DROPS-PED 15ML,24,270,1,13.5,23,258.75,23-Apr,0,0,24,270,2022-10-01
FENCO-50MG TAB 10S,800,3000,720,3040.24,80,300,24-Jul,0,0,800,3000,2022-10-08
FENDEX DRY SYP ZEE 30ML,113,3729,69,5125,44,1452,23-Sep,38,1254,75,2475,2022-09-06
FENDEX-100 TAB ZEE 10S,144,4356,104,8915,40,1210,23-Sep,84,2541,60,1815,2023-12-27
FENDEX-200 TAB ZEE 10S,148,9768,110,17013.6,38,2508,23-Nov,103,6798,45,2970,2022-04-04
FENOBARB INJ 1ML,4346,52152,4226,50483.55,120,1440,25-Jul,46,552,4300,51600,2023-11-19
FENTICAP 600MG TAB 1S,11,1096.04,10,1107.1,1,99.64,23-Sep,11,1096.04,0,0,2023-05-16
FENTRIM PLUS EYE DROPS 10ML,500,8250,500,9893.5,0,0,0,0,0,500,8250,2022-06-22
FEPADOL-650MG TAB 10S,16,159.2,3,38.81,13,129.35,24-Mar,6,59.7,10,99.5,2023-08-01
FEPHAR Z CAP 15S,385,3688.3,324,2801.8,61,584.38,24-May,85,814.3,300,2874,2023-07-04
FERBACT OINT 5GM,246,7790.82,246,8891.56,0,0,0,78,2470.26,168,5320.56,2022-09-27
FERIRED SYP 225ML,35,1353.45,10,464.1,25,966.75,24-Mar,0,0,35,1353.45,2023-08-28
FERISOME CAP 10S,-9,-900.54,-9,0,0,0,0,3,300.18,-12,-1200.72,2023-02-11
FERISOME TAB 15S,2098,373800.66,1883,366535.86,215,38306.55,23-Mar,307,54698.19,1791,319102.47,2022-03-21
FERISOME-IV INJ 1S,147,264600,120,253574.79,27,48600,24-Mar,0,0,147,264600,2023-05-18
FEROMAR-XT TAB 10S,1420,21868,1027,51950,393,6052.2,24-Aug,200,3080,1220,18788,2022-06-05
FEROMIRA 5ML INJ 5ML,40,6453.2,18,2688.75,22,3549.26,23-May,0,0,40,6453.2,2022-06-22
FEROMIRA SYP 200ML,315,27064.8,285,22701.78,30,2577.6,24-Mar,0,0,315,27064.8,2023-04-08
FEROMIRA TAB 10S,60,3514.8,60,3254.5,0,0,0,0,0,60,3514.8,2023-06-12
FEROMIRA-XT TAB 10S,180,11599.2,134,6802,46,2964.24,23-May,0,0,180,11599.2,2023-10-04
FEROPEN TAB-ADULT 10S,15289,66507.15,14339,113944.81,950,4132.5,24-Jul,29,126.15,15260,66381,2022-11-06
FEROPEN-Z TAB 10S,60,345,60,1440,0,0,0,60,345,0,0,2022-03-25
FEROTEX CAP ZEE 15S,1091,18001.5,938,39851.08,153,2524.5,23-Sep,290,4785,801,13216.5,2023-11-11
FEROTEX DROPS ZEE 30ML,950,11495,731,14551.41,219,2649.9,23-Sep,100,1210,850,10285,2023-07-15
FEROTEX INJ 2ML,31,426.25,31,1979.72,0,0,0,31,426.25,0,0,2023-05-16
FEROTEX SYP ZEE 200ML,1296,31363.2,1229,69812,67,1621.4,24-Jan,169,4089.8,1127,27273.4,2023-11-20
FEROTEX-AD CAP 10S,1551,17061,952,20804.5,599,6589,24-Mar,51,561,1500,16500,2022-04-04
FEROTEX-FA PLUS 10S,2186,24046,2078,96759.38,108,1188,24-Oct,135,1485,2051,22561,2022-05-04
FERP-10MG TAB 10S,203,1116.5,154,1288.19,49,269.5,24-Sep,53,291.5,150,825,2023-06-25
FERPOD 100DT 10S,194,8817.28,118,8058,76,3641.92,23-Nov,34,1629.28,160,7188,2022-12-21
FERPOD CV D/S 30ML 30ML,41,1640,26,1189.07,15,600,24-Apr,21,840,20,800,2023-07-16
FERPOD DROPS 15ML,20,525,4,128.65,16,420,24-Apr,0,0,20,525,2022-06-11
FERPOD-100MG DRY SYP 30ML,156,6240,91,4131.4,65,2600,24-Mar,66,2640,90,3600,2023-11-01
FERPOD-200MG TAB 10S,170,12466.1,70,6313,100,7333,24-Jan,30,2199.9,140,10266.2,2023-08-27
FERPOD-50MG DRY SYP 30ML,124,3617.08,66,1851.12,58,1691.86,24-Mar,27,787.59,97,2829.49,2022-02-02
FERRO-NEMIA PLUS TAB 10S,-1,-264.41,-1,0,0,0,0,0,0,-1,-264.41,2022-01-06
FERTIZED-F SOFT CAP 10S,503,34118.49,494,76467.08,9,610.47,23-Nov,138,9360.54,365,24757.95,2022-01-19
FERTIZED-M SOFT CAP 10S,607,47849.81,547,92318.6,60,4729.8,23-Nov,136,10720.88,471,37128.93,2022-07-09
FEVERYL DROPS 15ML,0,0,-8,0,8,210.88,23-Jun,0,0,0,0,2023-08-19
FEXDIN-120 Z TAB 10S,260,4862,105,2742.79,155,2898.5,24-Apr,210,3927,50,935,2022-07-09
FIBATOR 5 TAB 10S,6,737.16,6,0,0,0,0,0,0,6,737.16,2022-12-04
FILNEON 300MCG/0.5ML VIAL 1S,12,2559.6,1,256,11,2346.3,25-May,0,0,12,2559.6,2023-01-31
FINEZINE-10MG TAB 10S,89,469.92,61,2624.2,28,147.84,24-Feb,19,100.32,70,369.6,2022-03-21
FINEZINE-5MG TAB 10S,191,945.45,157,2609.47,34,168.3,24-Aug,141,697.95,50,247.5,2022-03-24
FINEZOLE TAB 1S,740,3463.2,551,3085.71,189,884.52,24-Mar,120,561.6,620,2901.6,2023-08-13
FINRIDE TAB 10S,160,1672,60,2061.5,100,1045,24-Feb,50,522.5,110,1149.5,2023-04-11
FIRST AID KIT 1S,25,4250,25,18492.86,0,0,0,0,0,25,4250,2023-04-01
FITICOZOL 600MG CAPS 1S,-20,-1188,-20,0,0,0,0,0,0,-20,-1188,2023-03-01
FIXER POWDER VIP 1S,1,402.54,1,820,0,0,0,0,0,1,402.54,2022-07-10
FLAMHEAL TAB 10S,-77,-5266.8,-77,2280,0,0,0,4,273.6,-81,-5540.4,2022-03-13
"FLAMY TAB 10""s",2891,31801,2891,89134.45,0,0,0,429,4719,2462,27082,2022-12-31
FLAVEDON-OD 80MG TAB 10S,9,1690.11,9,1843.76,0,0,0,0,0,9,1690.11,2022-11-23
FLAVOCIP 200 10S,1,143.56,1,143.56,0,0,0,0,0,1,143.56,2023-07-21
FLECARITE 100MG TAB 10S,30,7661.7,30,9576,0,0,0,0,0,30,7661.7,2022-09-04
FLEXI MASK ADULT 1S,75,2220,75,6000,0,0,0,0,0,75,2220,2023-07-04
FLEXILACE-MR TAB 10S,1,53.58,1,53.58,0,0,0,0,0,1,53.58,2022-05-13
FLEXIPEP SACHET 10.7G,11,533.2,11,594,0,0,0,0,0,11,533.2,2023-07-31
FLEXIQULE-PLUS CAPS 10S,0,0,0,0,0,0,0,44,7778.76,-44,-7778.76,2023-08-25
FLEXON MR TAB 10S,3,51.42,3,58.5,0,0,0,0,0,3,51.42,2023-08-09
FLIPTOP SIPPY CUP 1S,22,1547.48,20,1693.24,2,140.68,0,22,1547.48,0,0,2023-02-24
FLOBACT SOAP 75GM,184,4250.4,111,5085.86,73,1686.3,23-Jul,84,1940.4,100,2310,2022-01-02
FLOCARE BABY SOAP 75GM,276,6375.6,237,9928.16,39,900.9,24-Sep,116,2679.6,160,3696,2023-11-01
FLOCORT-6MG TAB 10S,1673,60729.9,1597,96605.98,76,2758.8,24-Dec,123,4464.9,1550,56265,2022-04-04
FLOCUSAL LOTION 60ML,137,4144.25,115,10045,22,665.5,23-May,47,1421.75,90,2722.5,2023-11-08
FLOFINE CREAM 15GM,814,14774.1,743,31305.74,71,1288.65,24-Apr,114,2069.1,700,12705,2023-08-06
FLOFINE-250MG TAB 10S,715,31460,637,62772.2,78,3432,24-Mar,110,4840,605,26620,2023-09-23
FLOGEL E/D 10ML,13,1621.23,13,1587.77,0,0,0,0,0,13,1621.23,2023-06-20
FLOGEL ULTRA E/D 10ML,10,2852.1,10,3435,0,0,0,0,0,10,2852.1,2022-12-19
FLOGLO CREAM 50GM,118,4283.4,100,7178.15,18,653.4,24-May,12,435.6,106,3847.8,2022-04-28
FLOKIND-F TAB 10S,26,3526.64,26,3992.3,0,0,0,0,0,26,3526.64,2022-07-19
FLOLEX-150 CAP 1S,596,2360.16,429,4934.05,167,661.32,24-Aug,196,776.16,400,1584,2022-04-17
FLOPARIN-40MG/0.4ML INJ 1S,100,29100,99,29039.1,1,291,23-Nov,67,19497,33,9603,2023-11-27
FLOPARIN-60MG/0.6ML INJ PFS 1S,296,96200,276,84370.45,20,6500,24-Oct,47,15275,249,80925,2022-05-22
FLORICOT TAB 10S,10,1189.4,10,1435.22,0,0,0,0,0,10,1189.4,2023-01-09
FLOSERT CREAM 30GM,77,5336.1,77,10641.01,0,0,0,77,5336.1,0,0,2023-11-22
FLOSUN LOTION SPF 30 100ML,162,10335.6,109,18358.18,53,3381.4,24-Apr,37,2360.6,125,7975,2023-01-10
FLOSUN LOTION SPF 40 100ML,1328,102256,1126,224194.69,202,15554,24-Jul,372,28644,956,73612,2023-02-07
FLOSUN LOTION SPF 50 100ML,1053,94980.6,927,223551.52,126,11365.2,24-Aug,101,9110.2,952,85870.4,2022-09-08
FLOWCARD TAB 10S,496,5456,330,13780,166,1826,23-Nov,96,1056,400,4400,2023-11-11
FLOWGRIP-AZ NASAL SPRAY 7ML,250,31625,178,41469.5,72,9108,24-Jun,63,7969.5,187,23655.5,2023-08-15
FLOXICORE 500 TAB(BL) 10S,617,11877.25,543,14935.04,74,1424.5,24-Sep,197,3792.25,420,8085,2022-11-12
FLOXICORE IV 100ML,29,269.7,29,413.25,0,0,0,29,269.7,0,0,2023-07-20
FLOXICORE-CT CREAM 15GM,120,1758,120,1898.63,0,0,0,120,1758,0,0,2023-12-13
FLOXIN-10 10S,300,5376,300,7200,0,0,0,0,0,300,5376,2023-09-29
FLOXLEE INFUSION 500MG 100ML,98,4998,98,6256.9,0,0,0,0,0,98,4998,2022-01-02
FLOXO IV 100ML,881,11232.75,811,12859.06,70,892.5,25-May,181,2307.75,700,8925,2023-03-18
FLOXO OZ TAB 10S,292,5037,292,6120.4,0,0,0,92,1587,200,3450,2022-11-19
FLOXO TAB (ALU) 10S,370,4366,188,4023.9,182,2147.6,23-Nov,100,1180,270,3186,2022-10-18
FLOXO TAB(BL) (YELLOW PVC) 10S,244,2379,244,5674.4,0,0,0,244,2379,0,0,2022-04-06
FLOXO-OT CREAM 15GM,60,894,60,1088.99,0,0,0,60,894,0,0,2023-10-05
FLOZOY SOAP 75GM,203,4354.35,165,11924.12,38,815.1,23-May,103,2209.35,100,2145,2022-03-17
FLUBIFEN EYE DROPS 5ML,10,302.1,10,335.7,0,0,0,47,1419.87,-37,-1117.77,2022-11-17
FLUCONOZOLE IV 100ML,0,0,0,157.5,0,0,0,0,0,0,0,2022-04-21
FLUCUT-150 TAB 10S,599,11381,578,21626.9,21,399,24-Jan,9,171,590,11210,2023-09-20
FLUDAC-20MG CAP 15S,2,87.67,2,109.59,0,0,0,0,0,2,87.67,2023-06-11
FLUDOT AMP 5ML,-5,-3965,-5,636,0,0,0,0,0,-5,-3965,2023-03-24
FLUGRAIN-10MG TAB 10S,707,21888.72,569,14278.99,138,4272.48,25-Jan,107,3312.72,600,18576,2022-11-06
FLUGRAIN-5 TAB 10S,100,1447,10,160.9,90,1302.3,25-Aug,0,0,100,1447,2023-06-01
FLUITCH 200 TAB 1S,2652,795.6,2652,31.44,0,0,0,2,0.6,2650,795,2023-04-10
FLUITCH-150 TAB 1*2S,1304,8345.6,1304,12113.4,0,0,0,1300,8320,4,25.6,2022-07-15
FLUITCH-150 TAB(BL) 1S,1865,8206,1825,1867.82,40,176,24-Sep,15,66,1850,8140,2023-03-23
FLUNAGEM-10MG TAB 10S,1032,6243.6,975,22155.21,57,344.85,24-Oct,232,1403.6,800,4840,2022-09-19
FLUOCIN EYE DROPS 5ML,0,0,0,0,0,0,0,34,1453.5,-34,-1453.5,2023-07-25
FLUOROPREC EYE DROPS 5ML,250,5500,204,7574.36,46,1012,23-Nov,0,0,250,5500,2022-05-02
FLUOROPREC-T EYE DROPS 5ML,353,9884,89,10678.9,264,7392,23-Sep,153,4284,200,5600,2023-04-06
FLUOXETINE-20MG CAP 10S,723,4048.8,699,12157.2,24,134.4,24-May,20,112,703,3936.8,2023-01-16
FLURATIME-10 TAB 10S,6,33,6,144.75,0,0,0,6,33,0,0,2022-07-07
FLURATIME-5MG TAB 10S,589,2650.5,576,2678.5,13,58.5,24-Apr,0,0,589,2650.5,2023-12-13
FLUT E/D 5ML,1,64.29,0,0,1,64.29,22-Apr,1,64.29,0,0,2023-06-20
FLUTIBACT OINT 10GM,0,0,0,0,0,0,0,0,0,0,0,2022-11-30
FLUTICONE SPRAY 1S,1,312.86,1,315,0,0,0,0,0,1,312.86,2022-12-31
FLUTIGEM CREAM 10GM,229,4534.2,199,6044.75,30,594,24-Apr,109,2158.2,120,2376,2022-03-14
FLUTINE 20MG CAPS 10S,101,2945.16,95,2346.5,6,174.96,26-Aug,30,874.8,71,2070.36,2023-10-01
FLUTINE-10 10 S,300,6138,300,7950,0,0,0,0,0,300,6138,2022-09-23
FLUTIS-150 TAB (AL) 10S,195,6195,172,8496.56,23,805,24-Aug,12,420,183,5775,2022-02-24
FLUTIS-150 TAB 1S,61,263.45,60,322.85,1,4.79,23-Sep,0,0,61,263.45,2023-10-20
FLUTIS-150 TAB(MONO CARTON) 1S,533,2337.52,458,3385.21,75,359.25,24-Nov,62,296.98,471,2040.54,2022-07-12
FLUTIS-200 TAB 1S,148,785.9,148,753.25,0,0,0,118,639.56,30,146.34,2023-07-29
FLUTIVATE CREAM 10GM,14,1752.94,14,1831,0,0,0,0,0,14,1752.94,2022-01-01
FLUTREX E/D 0.3% 10ML,86,851.4,80,3415.16,6,59.4,24-Jan,20,198,66,653.4,2023-11-20
FLUTROL 250 ROTACAPS 30S,1,260.71,1,325.89,0,0,0,0,0,1,260.71,2023-07-19
FLUVO 100 10S,204,35151.24,198,35369.87,6,1033.86,25-May,29,4996.99,175,30154.25,2023-02-17
FLUVO 50 TAB 10S,274,30923.64,269,33483.73,5,564.3,26-Jan,28,3160.08,246,27763.56,2022-01-14
FLUVO-OD-100 TAB 10S,16,3034.24,16,3371.36,0,0,0,0,0,16,3034.24,2023-10-27
FLUVO-OD-150 TAB 10S,20,6266,19,6309.72,1,313.3,23-Nov,0,0,20,6266,2022-04-30
FLUVOXIN CR 100MG TAB 10S,9,1941.39,9,2426.79,0,0,0,3,647.13,6,1294.26,2023-11-09
FOCEF-O 100 TAB 10S,9,198,9,657.9,0,0,0,9,198,0,0,2022-11-11
FOLEYS CATH 16 1S,264,5966.4,264,12455,0,0,0,0,0,264,5966.4,2022-07-23
FOLIC ACID TAB 30S,1205,5061,679,5467.18,526,2209.2,25-Mar,1,4.2,1204,5056.8,2023-08-02
FOLIMAX TAB 30S,331,3010,283,4309.2,48,480,23-Nov,11,110,320,2900,2023-03-02
FOLIN-DHA SOFT GEL 10S,2298,73306.2,2298,145176.61,0,0,0,428,13653.2,1870,59653,2022-08-25
FOLITRAX 7.5MG TAB 10S,3,308.64,3,385.77,0,0,0,0,0,3,308.64,2022-02-27
FOLITRAX-10 TAB 10S,4,431.36,4,526.1,0,0,0,0,0,4,431.36,2022-10-22
FOLITRAX-2.5 10S,1,42.54,1,53.17,0,0,0,0,0,1,42.54,2023-05-15
FOLITRAX-20 TAB 4S,3,477.15,3,596.43,0,0,0,0,0,3,477.15,2022-07-14
FOLITRAX-7.5 TAB 10S,10,928.8,10,905.52,0,0,0,0,0,10,928.8,2023-11-08
FOLITREX-15MG TAB 10S,2,649.68,2,738.51,0,0,0,0,0,2,649.68,2022-07-26
FOLVITE MB TAB 15S,2,300.2,2,300.2,0,0,0,0,0,2,300.2,2022-08-29
FOLVITE-5MG TAB 45S,7,412.37,6,353.46,1,58.91,23-May,1,58.91,6,353.46,2022-04-11
FORACORT 0.5MG RESPULES 2ML,45,1939.3,45,2043,0,0,0,0,0,45,1939.3,2023-10-23
FORACORT 400 ROTACAPS 30s,1,154.8,1,155,0,0,0,0,0,1,154.8,2023-06-20
FORACORT-1 RESPULES 2ML,110,5614.08,110,7565.5,0,0,0,0,0,110,5614.08,2022-06-02
FORACORT-200 INH 1S,1,285.11,1,356.25,0,0,0,0,0,1,285.11,2022-07-12
FORARITE RESPULES 2ML,16700,200400,16225,228527.5,475,5700,24-Oct,0,0,16700,200400,2023-06-06
FORARITE RESPULES-1MG 1S,1420,18460,1420,19060,0,0,0,0,0,1420,18460,2023-12-15
FORCE-10 CAP 10S,100,2200,0,0,100,2200,24-Sep,100,2200,0,0,2023-06-16
FORMALIN 400ML,4,100,4,183.6,0,0,0,0,0,4,100,2023-08-25
FORMALIN SOLUTION 500ML,60,1200,60,4258,0,0,0,0,0,60,1200,2023-03-12
FORMOA-CRESOL 20ML,1,107.14,1,0,0,0,0,0,0,1,107.14,2022-04-02
FORMONIDE-200 INCH 1S,1,256.96,1,257,0,0,0,0,0,1,256.96,2023-12-27
FORMULA-100 TAB 10S,2215,3987,1305,5644.17,910,1638,25-Apr,261,469.8,1954,3517.2,2023-07-27
FORZID 1GM INJ 1GM,877,122780,701,111431.05,176,24640,24-Aug,144,20160,733,102620,2022-08-01
FORZID-TZ 1125 INJ VIALS,13248,3947904,11698,3711950,1550,461900,23-Aug,2529,753642,10719,3194262,2023-05-01
FOSFOCIDE INJ 4GM 1 VIAL,0,0,0,0,0,0,0,13,10400,-13,-10400,2023-02-11
FOSFOFIC-4MG INJ 1S,190,86364.5,166,184400,24,10909.2,25-Jan,20,9091,170,77273.5,2023-01-14
FOSIROL POWDER 8GM,2,733.08,2,734,0,0,0,0,0,2,733.08,2022-02-27
FOTAZ 1GM INJ VIAL,11800,218300,11445,274023.59,355,6567.5,24-Jul,0,0,11800,218300,2022-11-07
FOTAZ-O 100DT 10S,470,11359.9,470,21701.54,0,0,0,0,0,470,11359.9,2023-12-18
FOTAZ-O 200 TAB 10S,611,25710.88,413,21528.21,198,8331.84,23-Nov,41,1725.28,570,23985.6,2023-04-20
FOTAZ-O DRY SYP (GLASS) 30ML,43,752.5,43,1350.45,0,0,0,17,297.5,26,455,2023-11-08
FOTAZ-O-50 TAB 10S,640,12800,560,20820,80,1600,23-Nov,0,0,640,12800,2023-02-24
FOTAZ-OF TAB 10S,898,50889.66,746,105661,152,8613.84,23-Nov,8,453.36,890,50436.3,2022-08-25
FOURDERM OINT 10GM,320,6126.75,261,9015.18,59,1147.55,23-Aug,221,4298.45,99,1828.3,2023-11-01
FREETONE POWDER 100GM,65,3575,36,5820.75,29,1595,24-Jan,45,2475,20,1100,2022-08-24
FREEZYBREATH 10S,1,14.85,1,0,0,0,0,1,14.85,0,0,2022-07-01
FREIGHT 1,2,3000,0,0,2,3000,0,1,1500,1,1500,2023-03-27
FREZCOLD ADVANCE TAB 10S,250,2375,109,2822.65,141,1339.5,24-May,0,0,250,2375,2023-06-27
FREZCOLD AM SYP 100ML,492,10086,463,11313.38,29,594.5,24-Jun,372,7626,120,2460,2023-10-06
FREZCOLD AM SYP 60ML,1549,25558.5,1276,26745.38,273,4504.5,24-Jun,424,6996,1125,18562.5,2023-05-26
FREZCOLD CAPS 10S,300,3750,295,8204.5,5,62.5,24-May,100,1250,200,2500,2022-02-13
FREZCOLD D TAB(BL) 10s,155,1937.5,28,1027.55,127,1587.5,24-May,5,62.5,150,1875,2022-03-13
FREZCOLD LS SYP 100ML,1290,23220,1273,34480.6,17,306,23-Nov,790,14220,500,9000,2023-12-01
FREZCOLD LS SYP 60ML,800,14000,470,12436.31,330,5775,24-Jul,200,3500,600,10500,2022-03-06
FRIEGHT 1S,2,1620,0,0,2,1620,0,1,810,1,810,2023-05-21
FROCIP SYP 60ML,170,2244,154,3702.4,16,211.2,24-Feb,58,765.6,112,1478.4,2022-04-03
FRUCIX-40MG TAB 10S,1037,3888.75,776,5652.8,261,978.75,25-Aug,237,888.75,800,3000,2023-08-20
FRUSEMIDE 10MG AMP 2ML,60,177,40,145.3,20,59,23-Jul,60,177,0,0,2022-10-11
FRUSEMIDE INJ 2ML 2ML,13375,32501.25,12097,42434.92,1278,3105.54,23-Nov,3347,8133.21,10028,24368.04,2022-06-01
FRUSOMAX INJ 2ML,1500,4575,1105,4426,395,1204.75,24-May,0,0,1500,4575,2022-01-21
FRUSOMAX(FUROSEMIDE) INJ 2ML,3585,10934.25,3585,13015.28,0,0,0,680,2074,2905,8860.25,2023-07-28
FUCIBET CREAM 15GM,2,104.28,2,104,0,0,0,0,0,2,104.28,2022-02-15
FUDIC CREAM 5GM 1S,6,219.06,6,273.8,0,0,0,0,0,6,219.06,2022-01-11
